Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0001965~G-protein alpha-subunit binding	4	0.41109969167523125	0.1884902823725601	ENSMUSG00000021478, ENSMUSG00000042671, ENSMUSG00000018634, ENSMUSG00000036832	795	33	17446	2.659958071278826	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway	5	0.513874614594039	0.18922181012213157	ENSMUSG00000021478, ENSMUSG00000020963, ENSMUSG00000020431, ENSMUSG00000040125, ENSMUSG00000018634	819	50	18082	2.207814407814408	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	19	1.9527235354573484	0.190307388201635	ENSMUSG00000035459, ENSMUSG00000034706, ENSMUSG00000051076, ENSMUSG00000059498, ENSMUSG00000026581, ENSMUSG00000027962, ENSMUSG00000026587, ENSMUSG00000027950, ENSMUSG00000026399, ENSMUSG00000020681, ENSMUSG00000022146, ENSMUSG00000004730, ENSMUSG00000024401, ENSMUSG00000040152, ENSMUSG00000020689, ENSMUSG00000038264, ENSMUSG00000002944, ENSMUSG00000063142, ENSMUSG00000058715	889	317	19662	1.3256237292105049	1.0	0.8188455510694203	0.7332945233457495
INTERPRO	IPR013767:PAS fold	3	0.3083247687564234	0.19117933547268465	ENSMUSG00000025584, ENSMUSG00000004328, ENSMUSG00000021575	873	19	20594	3.7247241815879906	1.0	1.0	0.9753086419753086
GOTERM_CC_DIRECT	GO:0031234~extrinsic component of cytoplasmic side of plasma membrane	6	0.6166495375128468	0.19276511155678602	ENSMUSG00000021313, ENSMUSG00000042671, ENSMUSG00000053519, ENSMUSG00000030592, ENSMUSG00000031805, ENSMUSG00000004933	889	68	19662	1.9514987097201084	1.0	0.8218803392739331	0.7360122441259103
GOTERM_BP_DIRECT	GO:0042711~maternal behavior	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000021478, ENSMUSG00000028351, ENSMUSG00000049112	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0014898~cardiac muscle hypertrophy in response to stress	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000030087, ENSMUSG00000007877, ENSMUSG00000019789	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0021542~dentate gyrus development	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000021478, ENSMUSG00000034701, ENSMUSG00000010175	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:2000573~positive regulation of DNA biosynthetic process	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000022018, ENSMUSG00000040552, ENSMUSG00000022346	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0001678~cellular glucose homeostasis	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000020080, ENSMUSG00000010505, ENSMUSG00000025877	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043536~positive regulation of blood vessel endothelial cell migration	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000040152, ENSMUSG00000002688, ENSMUSG00000023951	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0035640~exploration behavior	3	0.3083247687564234	0.1946628214987213	ENSMUSG00000028351, ENSMUSG00000057880, ENSMUSG00000014351	819	18	18082	3.6796906796906796	1.0	1.0	0.9849246231155779
KEGG_PATHWAY	mmu04015:Rap1 signaling pathway	13	1.3360739979445015	0.19712577748065527	ENSMUSG00000002688, ENSMUSG00000020431, ENSMUSG00000023951, ENSMUSG00000006445, ENSMUSG00000024621, ENSMUSG00000040152, ENSMUSG00000024998, ENSMUSG00000020689, ENSMUSG00000041992, ENSMUSG00000000215, ENSMUSG00000032259, ENSMUSG00000033765, ENSMUSG00000036832	327	214	7691	1.4287776158221155	1.0	0.7145809433673753	0.619098144900183
GOTERM_BP_DIRECT	GO:0006897~endocytosis	12	1.2332990750256936	0.19783036885472405	ENSMUSG00000019796, ENSMUSG00000006651, ENSMUSG00000035459, ENSMUSG00000026825, ENSMUSG00000031144, ENSMUSG00000049252, ENSMUSG00000054580, ENSMUSG00000025044, ENSMUSG00000060890, ENSMUSG00000028524, ENSMUSG00000025468, ENSMUSG00000086040	819	181	18082	1.4637443587719832	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	4	0.41109969167523125	0.1978481063397671	ENSMUSG00000041431, ENSMUSG00000028678, ENSMUSG00000028873, ENSMUSG00000041498	819	34	18082	2.597428715075774	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	6	0.6166495375128468	0.20160632183740412	ENSMUSG00000000215, ENSMUSG00000035352, ENSMUSG00000022619, ENSMUSG00000050711, ENSMUSG00000022346, ENSMUSG00000024401	819	69	18082	1.9198386154907894	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	31	3.1860226104830422	0.20654351479387228	ENSMUSG00000031450, ENSMUSG00000027496, ENSMUSG00000026981, ENSMUSG00000041498, ENSMUSG00000023951, ENSMUSG00000026468, ENSMUSG00000024621, ENSMUSG00000022488, ENSMUSG00000050957, ENSMUSG00000003849, ENSMUSG00000026605, ENSMUSG00000020704, ENSMUSG00000030867, ENSMUSG00000061878, ENSMUSG00000024190, ENSMUSG00000032496, ENSMUSG00000053113, ENSMUSG00000048482, ENSMUSG00000017716, ENSMUSG00000048387, ENSMUSG00000025422, ENSMUSG00000062345, ENSMUSG00000041245, ENSMUSG00000001131, ENSMUSG00000029304, ENSMUSG00000040554, ENSMUSG00000002289, ENSMUSG00000040152, ENSMUSG00000019772, ENSMUSG00000019278, ENSMUSG00000074934	819	566	18082	1.2092269724778557	1.0	1.0	0.9849246231155779
INTERPRO	IPR001675:Glycosyl transferase, family 29	3	0.3083247687564234	0.20681906121511928	ENSMUSG00000024172, ENSMUSG00000039037, ENSMUSG00000056812	873	20	20594	3.538487972508591	1.0	1.0	0.9753086419753086
GOTERM_CC_DIRECT	GO:0031226~intrinsic component of plasma membrane	4	0.41109969167523125	0.20898381785728617	ENSMUSG00000032338, ENSMUSG00000037996, ENSMUSG00000075318, ENSMUSG00000018634	889	35	19662	2.527655471637474	1.0	0.8676969244704891	0.7770420219138708
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	37	3.802672147995889	0.20954592746793094	ENSMUSG00000006398, ENSMUSG00000006651, ENSMUSG00000061603, ENSMUSG00000058498, ENSMUSG00000036949, ENSMUSG00000027496, ENSMUSG00000053046, ENSMUSG00000055561, ENSMUSG00000021194, ENSMUSG00000000632, ENSMUSG00000027674, ENSMUSG00000006435, ENSMUSG00000022346, ENSMUSG00000026787, ENSMUSG00000022026, ENSMUSG00000061601, ENSMUSG00000045534, ENSMUSG00000026605, ENSMUSG00000022548, ENSMUSG00000063142, ENSMUSG00000060371, ENSMUSG00000052336, ENSMUSG00000039533, ENSMUSG00000030102, ENSMUSG00000107023, ENSMUSG00000032554, ENSMUSG00000057378, ENSMUSG00000037628, ENSMUSG00000048482, ENSMUSG00000006127, ENSMUSG00000005413, ENSMUSG00000029304, ENSMUSG00000072437, ENSMUSG00000023328, ENSMUSG00000032517, ENSMUSG00000032338, ENSMUSG00000031027	889	692	19662	1.182555576506694	1.0	0.8676969244704891	0.7770420219138708
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	4	0.41109969167523125	0.20966062792180953	ENSMUSG00000006398, ENSMUSG00000017716, ENSMUSG00000026622, ENSMUSG00000027469	819	35	18082	2.5232164660736087	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0051480~regulation of cytosolic calcium ion concentration	4	0.41109969167523125	0.20966062792180953	ENSMUSG00000021313, ENSMUSG00000028222, ENSMUSG00000030592, ENSMUSG00000032839	819	35	18082	2.5232164660736087	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	13	1.3360739979445015	0.20976825265330584	ENSMUSG00000061878, ENSMUSG00000055980, ENSMUSG00000027358, ENSMUSG00000026697, ENSMUSG00000040552, ENSMUSG00000043613, ENSMUSG00000023951, ENSMUSG00000024621, ENSMUSG00000040152, ENSMUSG00000001506, ENSMUSG00000021478, ENSMUSG00000020689, ENSMUSG00000038264	819	203	18082	1.4138712956446946	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	8	0.8221993833504625	0.21051903388611926	ENSMUSG00000001506, ENSMUSG00000048616, ENSMUSG00000004892, ENSMUSG00000026407, ENSMUSG00000066687, ENSMUSG00000021506, ENSMUSG00000026043, ENSMUSG00000006445	819	107	18082	1.650702360982735	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0030673~axolemma	3	0.3083247687564234	0.21091140594805066	ENSMUSG00000058975, ENSMUSG00000005089, ENSMUSG00000035681	889	19	19662	3.492155585814931	1.0	0.8676969244704891	0.7770420219138708
GOTERM_BP_DIRECT	GO:0031334~positive regulation of protein complex assembly	3	0.3083247687564234	0.21143754880463106	ENSMUSG00000023951, ENSMUSG00000024401, ENSMUSG00000041974	819	19	18082	3.4860227491806435	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0030818~negative regulation of cAMP biosynthetic process	3	0.3083247687564234	0.21143754880463106	ENSMUSG00000006651, ENSMUSG00000061603, ENSMUSG00000003476	819	19	18082	3.4860227491806435	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0005229~intracellular calcium activated chloride channel activity	3	0.3083247687564234	0.21336455984547553	ENSMUSG00000056025, ENSMUSG00000028262, ENSMUSG00000055489	795	19	17446	3.4649453823237337	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0040007~growth	4	0.41109969167523125	0.22162327766149031	ENSMUSG00000027358, ENSMUSG00000039004, ENSMUSG00000032218, ENSMUSG00000023951	819	36	18082	2.4531271197937863	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	4	0.41109969167523125	0.22162327766149031	ENSMUSG00000021313, ENSMUSG00000004110, ENSMUSG00000032338, ENSMUSG00000032259	819	36	18082	2.4531271197937863	1.0	1.0	0.9849246231155779
KEGG_PATHWAY	mmu04060:Cytokine-cytokine receptor interaction	14	1.4388489208633095	0.2237494809798466	ENSMUSG00000004296, ENSMUSG00000018927, ENSMUSG00000027358, ENSMUSG00000024399, ENSMUSG00000028444, ENSMUSG00000022146, ENSMUSG00000024401, ENSMUSG00000005268, ENSMUSG00000024621, ENSMUSG00000040770, ENSMUSG00000019122, ENSMUSG00000038067, ENSMUSG00000035352, ENSMUSG00000052336	327	242	7691	1.3606540804205525	1.0	0.7865133270806729	0.6814188738931691
GOTERM_MF_DIRECT	GO:0051721~protein phosphatase 2A binding	4	0.41109969167523125	0.2242271546180733	ENSMUSG00000061603, ENSMUSG00000061878, ENSMUSG00000051331, ENSMUSG00000004113	795	36	17446	2.438294898672257	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0045165~cell fate commitment	6	0.6166495375128468	0.22617352780516303	ENSMUSG00000034701, ENSMUSG00000010797, ENSMUSG00000027358, ENSMUSG00000048015, ENSMUSG00000047261, ENSMUSG00000019789	819	72	18082	1.8398453398453398	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0043197~dendritic spine	10	1.027749229188078	0.226292172287603	ENSMUSG00000021478, ENSMUSG00000005089, ENSMUSG00000033981, ENSMUSG00000049939, ENSMUSG00000010825, ENSMUSG00000019828, ENSMUSG00000020704, ENSMUSG00000000632, ENSMUSG00000006435, ENSMUSG00000032259	889	148	19662	1.4943909038397227	1.0	0.9228785113294419	0.826458368354724
UP_KEYWORDS	Lipid degradation	7	0.7194244604316548	0.22808139324648963	ENSMUSG00000022425, ENSMUSG00000024998, ENSMUSG00000039202, ENSMUSG00000028885, ENSMUSG00000037686, ENSMUSG00000041653, ENSMUSG00000087141	932	100	22680	1.7034334763948498	1.0	0.6758094331776402	0.5654336804810055
GOTERM_BP_DIRECT	GO:0061098~positive regulation of protein tyrosine kinase activity	3	0.3083247687564234	0.22834430330925953	ENSMUSG00000020681, ENSMUSG00000024621, ENSMUSG00000074934	819	20	18082	3.3117216117216115	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0044130~negative regulation of growth of symbiont in host	3	0.3083247687564234	0.22834430330925953	ENSMUSG00000004296, ENSMUSG00000002944, ENSMUSG00000024401	819	20	18082	3.3117216117216115	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0045780~positive regulation of bone resorption	3	0.3083247687564234	0.22834430330925953	ENSMUSG00000032554, ENSMUSG00000020689, ENSMUSG00000029304	819	20	18082	3.3117216117216115	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007520~myoblast fusion	3	0.3083247687564234	0.22834430330925953	ENSMUSG00000026407, ENSMUSG00000000215, ENSMUSG00000033569	819	20	18082	3.3117216117216115	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0060384~innervation	3	0.3083247687564234	0.22834430330925953	ENSMUSG00000006800, ENSMUSG00000028072, ENSMUSG00000042258	819	20	18082	3.3117216117216115	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0050750~low-density lipoprotein particle receptor binding	3	0.3083247687564234	0.23038869229657427	ENSMUSG00000049252, ENSMUSG00000048279, ENSMUSG00000035864	795	20	17446	3.291698113207547	1.0	1.0	0.9654800431499461
GOTERM_MF_DIRECT	GO:0008373~sialyltransferase activity	3	0.3083247687564234	0.23038869229657427	ENSMUSG00000024172, ENSMUSG00000039037, ENSMUSG00000056812	795	20	17446	3.291698113207547	1.0	1.0	0.9654800431499461
GOTERM_MF_DIRECT	GO:0017016~Ras GTPase binding	3	0.3083247687564234	0.23038869229657427	ENSMUSG00000032356, ENSMUSG00000024998, ENSMUSG00000028068	795	20	17446	3.291698113207547	1.0	1.0	0.9654800431499461
GOTERM_CC_DIRECT	GO:0030017~sarcomere	4	0.41109969167523125	0.232983017164572	ENSMUSG00000021313, ENSMUSG00000051747, ENSMUSG00000032839, ENSMUSG00000026414	889	37	19662	2.3910254461435567	1.0	0.9310504416990465	0.83377651495437
GOTERM_BP_DIRECT	GO:0002053~positive regulation of mesenchymal cell proliferation	4	0.41109969167523125	0.23371757105591734	ENSMUSG00000010797, ENSMUSG00000055980, ENSMUSG00000022346, ENSMUSG00000023951	819	37	18082	2.3868263868263866	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007346~regulation of mitotic cell cycle	4	0.41109969167523125	0.23371757105591734	ENSMUSG00000017716, ENSMUSG00000030867, ENSMUSG00000075334, ENSMUSG00000022346	819	37	18082	2.3868263868263866	1.0	1.0	0.9849246231155779
UP_KEYWORDS	Amidation	4	0.41109969167523125	0.23640320357944095	ENSMUSG00000019772, ENSMUSG00000021194, ENSMUSG00000061762, ENSMUSG00000029831	932	41	22680	2.374123312048571	1.0	0.6880106187081252	0.5756421222429012
GOTERM_MF_DIRECT	GO:0005261~cation channel activity	4	0.41109969167523125	0.23642321781091435	ENSMUSG00000032839, ENSMUSG00000020704, ENSMUSG00000024112, ENSMUSG00000000197	795	37	17446	2.3723950365459796	1.0	1.0	0.9654800431499461
UP_KEYWORDS	Coiled coil	135	13.874614594039056	0.2365652557162608	ENSMUSG00000086228, ENSMUSG00000028188, ENSMUSG00000026163, ENSMUSG00000055561, ENSMUSG00000040867, ENSMUSG00000043336, ENSMUSG00000020067, ENSMUSG00000028989, ENSMUSG00000057182, ENSMUSG00000061601, ENSMUSG00000021313, ENSMUSG00000039194, ENSMUSG00000027419, ENSMUSG00000026605, ENSMUSG00000053825, ENSMUSG00000032965, ENSMUSG00000035557, ENSMUSG00000050556, ENSMUSG00000036913, ENSMUSG00000000223, ENSMUSG00000020330, ENSMUSG00000064329, ENSMUSG00000026955, ENSMUSG00000027525, ENSMUSG00000021301, ENSMUSG00000020212, ENSMUSG00000040570, ENSMUSG00000022237, ENSMUSG00000041020, ENSMUSG00000074476, ENSMUSG00000045064, ENSMUSG00000053797, ENSMUSG00000021708, ENSMUSG00000052861, ENSMUSG00000032313, ENSMUSG00000011751, ENSMUSG00000005045, ENSMUSG00000040729, ENSMUSG00000079550, ENSMUSG00000004110, ENSMUSG00000036902, ENSMUSG00000023033, ENSMUSG00000003545, ENSMUSG00000000794, ENSMUSG00000041498, ENSMUSG00000004113, ENSMUSG00000022346, ENSMUSG00000022986, ENSMUSG00000023439, ENSMUSG00000030409, ENSMUSG00000064179, ENSMUSG00000038916, ENSMUSG00000037428, ENSMUSG00000017716, ENSMUSG00000025044, ENSMUSG00000057132, ENSMUSG00000056043, ENSMUSG00000030592, ENSMUSG00000049353, ENSMUSG00000028678, ENSMUSG00000024112, ENSMUSG00000020396, ENSMUSG00000041245, ENSMUSG00000041642, ENSMUSG00000058183, ENSMUSG00000026414, ENSMUSG00000040797, ENSMUSG00000027469, ENSMUSG00000043541, ENSMUSG00000047986, ENSMUSG00000037386, ENSMUSG00000074652, ENSMUSG00000030878, ENSMUSG00000022619, ENSMUSG00000054423, ENSMUSG00000051435, ENSMUSG00000034701, ENSMUSG00000056215, ENSMUSG00000057265, ENSMUSG00000027331, ENSMUSG00000021194, ENSMUSG00000026764, ENSMUSG00000024502, ENSMUSG00000045036, ENSMUSG00000037139, ENSMUSG00000039714, ENSMUSG00000054434, ENSMUSG00000030102, ENSMUSG00000036964, ENSMUSG00000072944, ENSMUSG00000054320, ENSMUSG00000032356, ENSMUSG00000051331, ENSMUSG00000031142, ENSMUSG00000010505, ENSMUSG00000023484, ENSMUSG00000026114, ENSMUSG00000006800, ENSMUSG00000049811, ENSMUSG00000002289, ENSMUSG00000075402, ENSMUSG00000057836, ENSMUSG00000006575, ENSMUSG00000058498, ENSMUSG00000028005, ENSMUSG00000025777, ENSMUSG00000000197, ENSMUSG00000026622, ENSMUSG00000022026, ENSMUSG00000026628, ENSMUSG00000021733, ENSMUSG00000025658, ENSMUSG00000051747, ENSMUSG00000022829, ENSMUSG00000032625, ENSMUSG00000035852, ENSMUSG00000071637, ENSMUSG00000075318, ENSMUSG00000107023, ENSMUSG00000030671, ENSMUSG00000039809, ENSMUSG00000026697, ENSMUSG00000059991, ENSMUSG00000063975, ENSMUSG00000060180, ENSMUSG00000071226, ENSMUSG00000073805, ENSMUSG00000000402, ENSMUSG00000030838, ENSMUSG00000020912, ENSMUSG00000046056, ENSMUSG00000020913, ENSMUSG00000033949, ENSMUSG00000033826, ENSMUSG00000037466	932	3076	22680	1.068008170691551	1.0	0.6880106187081252	0.5756421222429012
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	12	1.2332990750256936	0.24263512542775628	ENSMUSG00000004296, ENSMUSG00000040152, ENSMUSG00000001506, ENSMUSG00000024998, ENSMUSG00000010797, ENSMUSG00000020689, ENSMUSG00000057897, ENSMUSG00000020044, ENSMUSG00000030102, ENSMUSG00000022346, ENSMUSG00000023951, ENSMUSG00000024401	327	203	7691	1.3903375966014373	1.0	0.815816653612166	0.7068066697243335
GOTERM_BP_DIRECT	GO:0033138~positive regulation of peptidyl-serine phosphorylation	6	0.6166495375128468	0.24301827108507817	ENSMUSG00000036923, ENSMUSG00000048482, ENSMUSG00000038067, ENSMUSG00000002688, ENSMUSG00000023951, ENSMUSG00000024401	819	74	18082	1.79011979011979	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	7	0.7194244604316548	0.24460107366709866	ENSMUSG00000042250, ENSMUSG00000002944, ENSMUSG00000021194, ENSMUSG00000022991, ENSMUSG00000030413, ENSMUSG00000024401, ENSMUSG00000006445	819	93	18082	1.661795790828049	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0048265~response to pain	3	0.3083247687564234	0.24533687789220432	ENSMUSG00000004110, ENSMUSG00000061762, ENSMUSG00000004113	819	21	18082	3.1540205825920116	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0048870~cell motility	3	0.3083247687564234	0.24533687789220432	ENSMUSG00000043850, ENSMUSG00000029581, ENSMUSG00000006445	819	21	18082	3.1540205825920116	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0051894~positive regulation of focal adhesion assembly	3	0.3083247687564234	0.24533687789220432	ENSMUSG00000022425, ENSMUSG00000026697, ENSMUSG00000023951	819	21	18082	3.1540205825920116	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0008340~determination of adult lifespan	3	0.3083247687564234	0.24533687789220432	ENSMUSG00000026380, ENSMUSG00000046295, ENSMUSG00000021268	819	21	18082	3.1540205825920116	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0042755~eating behavior	4	0.41109969167523125	0.2459255162512868	ENSMUSG00000002944, ENSMUSG00000049112, ENSMUSG00000039059, ENSMUSG00000020681	819	38	18082	2.324015166120429	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0001656~metanephros development	4	0.41109969167523125	0.2459255162512868	ENSMUSG00000024134, ENSMUSG00000048387, ENSMUSG00000011034, ENSMUSG00000025921	819	38	18082	2.324015166120429	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0021762~substantia nigra development	4	0.41109969167523125	0.2459255162512868	ENSMUSG00000007021, ENSMUSG00000041607, ENSMUSG00000031425, ENSMUSG00000015599	819	38	18082	2.324015166120429	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006910~phagocytosis, recognition	4	0.41109969167523125	0.2459255162512868	ENSMUSG00000002944, ENSMUSG00000059498, ENSMUSG00000031028, ENSMUSG00000079293	819	38	18082	2.324015166120429	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0060412~ventricular septum morphogenesis	4	0.41109969167523125	0.2459255162512868	ENSMUSG00000048616, ENSMUSG00000010175, ENSMUSG00000019789, ENSMUSG00000032744	819	38	18082	2.324015166120429	1.0	1.0	0.9849246231155779
UP_KEYWORDS	Golgi apparatus	36	3.6998972250770814	0.2464308377514746	ENSMUSG00000008153, ENSMUSG00000023013, ENSMUSG00000027977, ENSMUSG00000026787, ENSMUSG00000000617, ENSMUSG00000040364, ENSMUSG00000045994, ENSMUSG00000039278, ENSMUSG00000060371, ENSMUSG00000026828, ENSMUSG00000074004, ENSMUSG00000039037, ENSMUSG00000039533, ENSMUSG00000032965, ENSMUSG00000036469, ENSMUSG00000056812, ENSMUSG00000037217, ENSMUSG00000012428, ENSMUSG00000060988, ENSMUSG00000057337, ENSMUSG00000028794, ENSMUSG00000027221, ENSMUSG00000024172, ENSMUSG00000026697, ENSMUSG00000006800, ENSMUSG00000002688, ENSMUSG00000062444, ENSMUSG00000024998, ENSMUSG00000043388, ENSMUSG00000002944, ENSMUSG00000031906, ENSMUSG00000039661, ENSMUSG00000021903, ENSMUSG00000037341, ENSMUSG00000033849, ENSMUSG00000035964	932	753	22680	1.1634150094899374	1.0	0.7100423151425336	0.5940755186865897
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	5	0.513874614594039	0.24700582006988048	ENSMUSG00000004296, ENSMUSG00000049709, ENSMUSG00000021194, ENSMUSG00000022991, ENSMUSG00000002688	819	56	18082	1.971262864120007	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0030506~ankyrin binding	3	0.3083247687564234	0.24749437341427633	ENSMUSG00000051747, ENSMUSG00000016346, ENSMUSG00000011751	795	21	17446	3.134950584007188	1.0	1.0	0.9654800431499461
SMART	SM00015:IQ	5	0.513874614594039	0.24896884097937216	ENSMUSG00000028068, ENSMUSG00000023033, ENSMUSG00000047261, ENSMUSG00000066952, ENSMUSG00000075318	521	51	10425	1.9617251891159533	1.0	1.0	0.982078853046595
KEGG_PATHWAY	mmu05219:Bladder cancer	4	0.41109969167523125	0.2510136678726471	ENSMUSG00000040152, ENSMUSG00000022435, ENSMUSG00000022346, ENSMUSG00000023951	327	41	7691	2.2946222122771687	1.0	0.8319310135207734	0.720767817748601
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	6	0.6166495375128468	0.25156313166093025	ENSMUSG00000015619, ENSMUSG00000020599, ENSMUSG00000063142, ENSMUSG00000023000, ENSMUSG00000005413, ENSMUSG00000026204	819	75	18082	1.7662515262515264	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007568~aging	11	1.1305241521068858	0.25799011652238457	ENSMUSG00000003849, ENSMUSG00000022548, ENSMUSG00000020897, ENSMUSG00000057880, ENSMUSG00000037771, ENSMUSG00000026043, ENSMUSG00000027962, ENSMUSG00000053797, ENSMUSG00000001131, ENSMUSG00000028072, ENSMUSG00000020310	819	173	18082	1.4038126292461555	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0045595~regulation of cell differentiation	4	0.41109969167523125	0.25822964648311775	ENSMUSG00000005045, ENSMUSG00000053113, ENSMUSG00000070691, ENSMUSG00000038932	819	39	18082	2.2644250336558027	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0005902~microvillus	6	0.6166495375128468	0.2591144508621268	ENSMUSG00000043850, ENSMUSG00000030838, ENSMUSG00000029581, ENSMUSG00000044708, ENSMUSG00000049112, ENSMUSG00000027962	889	76	19662	1.7460777929074656	1.0	0.9727064791127622	0.8710804290562049
UP_KEYWORDS	Manganese	11	1.1305241521068858	0.2601598564672644	ENSMUSG00000022468, ENSMUSG00000060988, ENSMUSG00000029410, ENSMUSG00000045994, ENSMUSG00000028794, ENSMUSG00000021903, ENSMUSG00000026828, ENSMUSG00000033849, ENSMUSG00000030402, ENSMUSG00000020431, ENSMUSG00000021125	932	191	22680	1.40147855200773	1.0	0.7206015071990102	0.6029101435590573
GOTERM_BP_DIRECT	GO:0007218~neuropeptide signaling pathway	6	0.6166495375128468	0.2601818651892649	ENSMUSG00000039278, ENSMUSG00000038257, ENSMUSG00000027400, ENSMUSG00000061762, ENSMUSG00000029831, ENSMUSG00000018634	819	76	18082	1.7430113745903217	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0032839~dendrite cytoplasm	3	0.3083247687564234	0.2617517410351876	ENSMUSG00000033981, ENSMUSG00000056073, ENSMUSG00000028785	889	22	19662	3.015952551385622	1.0	0.9727064791127622	0.8710804290562049
GOTERM_CC_DIRECT	GO:0031430~M band	3	0.3083247687564234	0.2617517410351876	ENSMUSG00000051747, ENSMUSG00000037139, ENSMUSG00000075307	889	22	19662	3.015952551385622	1.0	0.9727064791127622	0.8710804290562049
GOTERM_BP_DIRECT	GO:0042311~vasodilation	3	0.3083247687564234	0.26237296649826736	ENSMUSG00000021478, ENSMUSG00000063142, ENSMUSG00000030247	819	22	18082	3.0106560106560107	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0042246~tissue regeneration	3	0.3083247687564234	0.26237296649826736	ENSMUSG00000022548, ENSMUSG00000041431, ENSMUSG00000047261	819	22	18082	3.0106560106560107	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0042462~eye photoreceptor cell development	3	0.3083247687564234	0.26237296649826736	ENSMUSG00000057132, ENSMUSG00000023267, ENSMUSG00000023951	819	22	18082	3.0106560106560107	1.0	1.0	0.9849246231155779
